误差倍数,误差标准差,repeat,方案,确定达标比例,确定未达标比例,区间不确定比例,已知状态达标率,相对无误差状态改变率
1.0,0.0037158655842000014,822,16/18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.04868913857677903
1.0,0.0037158655842000014,822,18/22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.03745318352059925
1.0,0.0037158655842000014,823,15/18,0.8277153558052435,0.06741573033707865,0.10486891385767791,0.9246861924686193,0.056179775280898875
1.0,0.0037158655842000014,823,16/18,0.8539325842696629,0.0599250936329588,0.08614232209737828,0.9344262295081968,0.052434456928838954
1.0,0.0037158655842000014,823,18/22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.033707865168539325
1.0,0.0037158655842000014,824,15/18,0.8239700374531835,0.0599250936329588,0.11610486891385768,0.9322033898305084,0.04868913857677903
1.0,0.0037158655842000014,824,16/18,0.850187265917603,0.056179775280898875,0.09363295880149813,0.9380165289256198,0.04119850187265917
1.0,0.0037158655842000014,824,18/22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.0299625468164794
1.0,0.0037158655842000014,825,15/18,0.8164794007490637,0.0599250936329588,0.12359550561797752,0.9316239316239316,0.033707865168539325
1.0,0.0037158655842000014,825,16/18,0.850187265917603,0.056179775280898875,0.09363295880149813,0.9380165289256198,0.0299625468164794
1.0,0.0037158655842000014,825,18/22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.02247191011235955
1.0,0.0037158655842000014,826,15/18,0.8426966292134831,0.0599250936329588,0.09737827715355805,0.9336099585062241,0.0449438202247191
1.0,0.0037158655842000014,826,16/18,0.8651685393258427,0.052434456928838954,0.08239700374531835,0.9428571428571428,0.04119850187265917
1.0,0.0037158655842000014,826,18/22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.0149812734082397
1.0,0.0037158655842000014,827,15/18,0.8127340823970037,0.0599250936329588,0.12734082397003746,0.9313304721030042,0.04119850187265917
1.0,0.0037158655842000014,827,16/18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.03745318352059925
1.0,0.0037158655842000014,827,18/22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.033707865168539325
1.0,0.0037158655842000014,828,15/18,0.8389513108614233,0.056179775280898875,0.10486891385767791,0.9372384937238494,0.04119850187265917
1.0,0.0037158655842000014,828,16/18,0.8614232209737828,0.04868913857677903,0.0898876404494382,0.9465020576131687,0.03745318352059925
1.0,0.0037158655842000014,828,18/22,0.9213483146067416,0.02247191011235955,0.056179775280898875,0.9761904761904762,0.026217228464419477
1.0,0.0037158655842000014,829,15/18,0.8239700374531835,0.056179775280898875,0.1198501872659176,0.9361702127659575,0.052434456928838954
1.0,0.0037158655842000014,829,16/18,0.850187265917603,0.04868913857677903,0.10112359550561797,0.9458333333333333,0.04868913857677903
1.0,0.0037158655842000014,829,18/22,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.0299625468164794
1.0,0.0037158655842000014,830,15/18,0.8164794007490637,0.06741573033707865,0.11610486891385768,0.923728813559322,0.0449438202247191
1.0,0.0037158655842000014,830,16/18,0.8426966292134831,0.06367041198501873,0.09363295880149813,0.9297520661157025,0.04119850187265917
1.0,0.0037158655842000014,830,18/22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.0299625468164794
1.0,0.0037158655842000014,831,15/18,0.846441947565543,0.056179775280898875,0.09737827715355805,0.9377593360995851,0.033707865168539325
1.0,0.0037158655842000014,831,16/18,0.8651685393258427,0.052434456928838954,0.08239700374531835,0.9428571428571428,0.0299625468164794
1.0,0.0037158655842000014,831,18/22,0.9250936329588015,0.02247191011235955,0.052434456928838954,0.9762845849802372,0.02247191011235955
1.0,0.0037158655842000014,832,15/18,0.8202247191011236,0.06367041198501873,0.11610486891385768,0.9279661016949152,0.06367041198501873
1.0,0.0037158655842000014,832,16/18,0.8539325842696629,0.0599250936329588,0.08614232209737828,0.9344262295081968,0.056179775280898875
1.0,0.0037158655842000014,832,18/22,0.9101123595505618,0.02247191011235955,0.06741573033707865,0.9759036144578314,0.03745318352059925
1.0,0.0037158655842000014,833,15/18,0.8277153558052435,0.07116104868913857,0.10112359550561797,0.9208333333333333,0.0599250936329588
1.0,0.0037158655842000014,833,16/18,0.846441947565543,0.06367041198501873,0.0898876404494382,0.9300411522633745,0.056179775280898875
1.0,0.0037158655842000014,833,18/22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.033707865168539325
1.0,0.0037158655842000014,834,15/18,0.8314606741573034,0.052434456928838954,0.11610486891385768,0.940677966101695,0.04868913857677903
1.0,0.0037158655842000014,834,16/18,0.8614232209737828,0.04868913857677903,0.0898876404494382,0.9465020576131687,0.04119850187265917
1.0,0.0037158655842000014,834,18/22,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.026217228464419477
1.0,0.0037158655842000014,835,15/18,0.8352059925093633,0.0749063670411985,0.0898876404494382,0.9176954732510288,0.04119850187265917
1.0,0.0037158655842000014,835,16/18,0.8576779026217228,0.07116104868913857,0.07116104868913857,0.9233870967741935,0.03745318352059925
1.0,0.0037158655842000014,835,18/22,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.0299625468164794
1.0,0.0037158655842000014,836,15/18,0.8277153558052435,0.0599250936329588,0.11235955056179775,0.9324894514767933,0.0449438202247191
1.0,0.0037158655842000014,836,16/18,0.850187265917603,0.052434456928838954,0.09737827715355805,0.941908713692946,0.04119850187265917
1.0,0.0037158655842000014,836,18/22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.018726591760299626
1.0,0.0037158655842000014,837,15/18,0.8239700374531835,0.07116104868913857,0.10486891385767791,0.9205020920502092,0.04119850187265917
1.0,0.0037158655842000014,837,16/18,0.850187265917603,0.06741573033707865,0.08239700374531835,0.926530612244898,0.033707865168539325
1.0,0.0037158655842000014,837,18/22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.0149812734082397
1.0,0.0037158655842000014,838,15/18,0.8239700374531835,0.06741573033707865,0.10861423220973783,0.9243697478991597,0.056179775280898875
1.0,0.0037158655842000014,838,16/18,0.846441947565543,0.056179775280898875,0.09737827715355805,0.9377593360995851,0.04868913857677903
1.0,0.0037158655842000014,838,18/22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.0299625468164794
1.0,0.0037158655842000014,839,15/18,0.8127340823970037,0.056179775280898875,0.13108614232209737,0.9353448275862069,0.0449438202247191
1.0,0.0037158655842000014,839,16/18,0.8389513108614233,0.04868913857677903,0.11235955056179775,0.9451476793248945,0.03745318352059925
1.0,0.0037158655842000014,839,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.026217228464419477
1.0,0.0037158655842000014,840,15/18,0.8389513108614233,0.06367041198501873,0.09737827715355805,0.9294605809128631,0.0449438202247191
1.0,0.0037158655842000014,840,16/18,0.8651685393258427,0.0599250936329588,0.0749063670411985,0.9352226720647774,0.0299625468164794
1.0,0.0037158655842000014,840,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
1.0,0.0037158655842000014,841,15/18,0.8352059925093633,0.056179775280898875,0.10861423220973783,0.9369747899159664,0.026217228464419477
1.0,0.0037158655842000014,841,16/18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.026217228464419477
1.0,0.0037158655842000014,841,18/22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.0149812734082397
1.0,0.0037158655842000014,842,15/18,0.8389513108614233,0.06741573033707865,0.09363295880149813,0.9256198347107438,0.04119850187265917
1.0,0.0037158655842000014,842,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.04119850187265917
1.0,0.0037158655842000014,842,18/22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.033707865168539325
1.0,0.0037158655842000014,843,15/18,0.8426966292134831,0.0599250936329588,0.09737827715355805,0.9336099585062241,0.033707865168539325
1.0,0.0037158655842000014,843,16/18,0.8651685393258427,0.056179775280898875,0.07865168539325842,0.9390243902439024,0.026217228464419477
1.0,0.0037158655842000014,843,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.018726591760299626
1.0,0.0037158655842000014,844,15/18,0.8164794007490637,0.04868913857677903,0.1348314606741573,0.9437229437229437,0.04868913857677903
1.0,0.0037158655842000014,844,16/18,0.846441947565543,0.04119850187265917,0.11235955056179775,0.9535864978902954,0.04868913857677903
1.0,0.0037158655842000014,844,18/22,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.02247191011235955
1.0,0.0037158655842000014,845,15/18,0.8314606741573034,0.0599250936329588,0.10861423220973783,0.9327731092436975,0.052434456928838954
1.0,0.0037158655842000014,845,16/18,0.8689138576779026,0.056179775280898875,0.0749063670411985,0.9392712550607287,0.04868913857677903
1.0,0.0037158655842000014,845,18/22,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.03745318352059925
1.0,0.0037158655842000014,846,15/18,0.8239700374531835,0.07116104868913857,0.10486891385767791,0.9205020920502092,0.04868913857677903
1.0,0.0037158655842000014,846,16/18,0.8539325842696629,0.06367041198501873,0.08239700374531835,0.9306122448979591,0.0449438202247191
1.0,0.0037158655842000014,846,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.033707865168539325
1.0,0.0037158655842000014,847,15/18,0.8239700374531835,0.056179775280898875,0.1198501872659176,0.9361702127659575,0.033707865168539325
1.0,0.0037158655842000014,847,16/18,0.8539325842696629,0.052434456928838954,0.09363295880149813,0.9421487603305785,0.033707865168539325
1.0,0.0037158655842000014,847,18/22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.018726591760299626
1.0,0.0037158655842000014,848,15/18,0.8352059925093633,0.052434456928838954,0.11235955056179775,0.9409282700421941,0.0449438202247191
1.0,0.0037158655842000014,848,16/18,0.8576779026217228,0.0449438202247191,0.09737827715355805,0.950207468879668,0.0449438202247191
1.0,0.0037158655842000014,848,18/22,0.9325842696629213,0.033707865168539325,0.033707865168539325,0.9651162790697675,0.033707865168539325
1.0,0.0037158655842000014,849,15/18,0.8239700374531835,0.06741573033707865,0.10861423220973783,0.9243697478991597,0.0449438202247191
1.0,0.0037158655842000014,849,16/18,0.8539325842696629,0.06367041198501873,0.08239700374531835,0.9306122448979591,0.03745318352059925
1.0,0.0037158655842000014,849,18/22,0.9101123595505618,0.0299625468164794,0.0599250936329588,0.9681274900398407,0.0299625468164794
1.0,0.0037158655842000014,850,15/18,0.8277153558052435,0.06367041198501873,0.10861423220973783,0.9285714285714286,0.03745318352059925
1.0,0.0037158655842000014,850,16/18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.03745318352059925
1.0,0.0037158655842000014,850,18/22,0.9176029962546817,0.026217228464419477,0.056179775280898875,0.9722222222222222,0.02247191011235955
1.0,0.0037158655842000014,851,15/18,0.8239700374531835,0.0599250936329588,0.11610486891385768,0.9322033898305084,0.026217228464419477
1.0,0.0037158655842000014,851,16/18,0.850187265917603,0.052434456928838954,0.09737827715355805,0.941908713692946,0.026217228464419477
1.0,0.0037158655842000014,851,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.02247191011235955
1.0,0.0037158655842000014,852,15/18,0.8314606741573034,0.06741573033707865,0.10112359550561797,0.925,0.0299625468164794
1.0,0.0037158655842000014,852,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.026217228464419477
1.0,0.0037158655842000014,852,18/22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.02247191011235955
1.0,0.0037158655842000014,853,15/18,0.8277153558052435,0.06367041198501873,0.10861423220973783,0.9285714285714286,0.04868913857677903
1.0,0.0037158655842000014,853,16/18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.052434456928838954
1.0,0.0037158655842000014,853,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.033707865168539325
1.0,0.0037158655842000014,854,15/18,0.8164794007490637,0.056179775280898875,0.12734082397003746,0.9356223175965666,0.03745318352059925
1.0,0.0037158655842000014,854,16/18,0.846441947565543,0.052434456928838954,0.10112359550561797,0.9416666666666667,0.03745318352059925
1.0,0.0037158655842000014,854,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.0149812734082397
1.0,0.0037158655842000014,855,15/18,0.8314606741573034,0.06741573033707865,0.10112359550561797,0.925,0.03745318352059925
1.0,0.0037158655842000014,855,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.033707865168539325
1.0,0.0037158655842000014,855,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.026217228464419477
1.0,0.0037158655842000014,856,15/18,0.8202247191011236,0.06367041198501873,0.11610486891385768,0.9279661016949152,0.0299625468164794
1.0,0.0037158655842000014,856,16/18,0.846441947565543,0.056179775280898875,0.09737827715355805,0.9377593360995851,0.0299625468164794
1.0,0.0037158655842000014,856,18/22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.018726591760299626
1.0,0.0037158655842000014,857,15/18,0.8277153558052435,0.0749063670411985,0.09737827715355805,0.91701244813278,0.033707865168539325
1.0,0.0037158655842000014,857,16/18,0.846441947565543,0.07116104868913857,0.08239700374531835,0.9224489795918367,0.0299625468164794
1.0,0.0037158655842000014,857,18/22,0.898876404494382,0.033707865168539325,0.06741573033707865,0.963855421686747,0.018726591760299626
1.0,0.0037158655842000014,858,15/18,0.8314606741573034,0.06741573033707865,0.10112359550561797,0.925,0.0449438202247191
1.0,0.0037158655842000014,858,16/18,0.8576779026217228,0.06367041198501873,0.07865168539325842,0.9308943089430894,0.04119850187265917
1.0,0.0037158655842000014,858,18/22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.026217228464419477
1.0,0.0037158655842000014,859,15/18,0.8202247191011236,0.052434456928838954,0.12734082397003746,0.9399141630901288,0.04868913857677903
1.0,0.0037158655842000014,859,16/18,0.8539325842696629,0.04868913857677903,0.09737827715355805,0.946058091286307,0.0449438202247191
1.0,0.0037158655842000014,859,18/22,0.9250936329588015,0.026217228464419477,0.04868913857677903,0.9724409448818898,0.02247191011235955
1.0,0.0037158655842000014,860,15/18,0.850187265917603,0.056179775280898875,0.09363295880149813,0.9380165289256198,0.033707865168539325
1.0,0.0037158655842000014,860,16/18,0.8726591760299626,0.052434456928838954,0.0749063670411985,0.9433198380566802,0.0299625468164794
1.0,0.0037158655842000014,860,18/22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.0149812734082397
1.0,0.0037158655842000014,861,15/18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.018726591760299626
1.0,0.0037158655842000014,861,16/18,0.8576779026217228,0.06367041198501873,0.07865168539325842,0.9308943089430894,0.0149812734082397
1.0,0.0037158655842000014,861,18/22,0.9101123595505618,0.03745318352059925,0.052434456928838954,0.9604743083003953,0.011235955056179775
1.0,0.0037158655842000014,862,15/18,0.8239700374531835,0.056179775280898875,0.1198501872659176,0.9361702127659575,0.052434456928838954
1.0,0.0037158655842000014,862,16/18,0.8539325842696629,0.052434456928838954,0.09363295880149813,0.9421487603305785,0.0449438202247191
1.0,0.0037158655842000014,862,18/22,0.9213483146067416,0.026217228464419477,0.052434456928838954,0.9723320158102767,0.026217228464419477
1.0,0.0037158655842000014,863,15/18,0.8389513108614233,0.06741573033707865,0.09363295880149813,0.9256198347107438,0.06741573033707865
1.0,0.0037158655842000014,863,16/18,0.8689138576779026,0.06367041198501873,0.06741573033707865,0.9317269076305221,0.0599250936329588
1.0,0.0037158655842000014,863,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.03745318352059925
1.0,0.0037158655842000014,864,15/18,0.8239700374531835,0.07865168539325842,0.09737827715355805,0.9128630705394191,0.0449438202247191
1.0,0.0037158655842000014,864,16/18,0.846441947565543,0.07116104868913857,0.08239700374531835,0.9224489795918367,0.0449438202247191
1.0,0.0037158655842000014,864,18/22,0.9026217228464419,0.033707865168539325,0.06367041198501873,0.964,0.0299625468164794
1.0,0.0037158655842000014,865,15/18,0.8314606741573034,0.06741573033707865,0.10112359550561797,0.925,0.033707865168539325
1.0,0.0037158655842000014,865,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.026217228464419477
1.0,0.0037158655842000014,865,18/22,0.9101123595505618,0.026217228464419477,0.06367041198501873,0.972,0.018726591760299626
1.0,0.0037158655842000014,866,15/18,0.8352059925093633,0.0599250936329588,0.10486891385767791,0.9330543933054394,0.0299625468164794
1.0,0.0037158655842000014,866,16/18,0.8614232209737828,0.052434456928838954,0.08614232209737828,0.9426229508196722,0.0299625468164794
1.0,0.0037158655842000014,866,18/22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.0299625468164794
1.0,0.0037158655842000014,867,15/18,0.8314606741573034,0.07116104868913857,0.09737827715355805,0.921161825726141,0.033707865168539325
1.0,0.0037158655842000014,867,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.033707865168539325
1.0,0.0037158655842000014,867,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.033707865168539325
1.0,0.0037158655842000014,868,15/18,0.8202247191011236,0.0749063670411985,0.10486891385767791,0.9163179916317992,0.04119850187265917
1.0,0.0037158655842000014,868,16/18,0.8389513108614233,0.06741573033707865,0.09363295880149813,0.9256198347107438,0.03745318352059925
1.0,0.0037158655842000014,868,18/22,0.898876404494382,0.0299625468164794,0.07116104868913857,0.967741935483871,0.033707865168539325
1.0,0.0037158655842000014,869,15/18,0.8277153558052435,0.0599250936329588,0.11235955056179775,0.9324894514767933,0.04868913857677903
1.0,0.0037158655842000014,869,16/18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.04868913857677903
1.0,0.0037158655842000014,869,18/22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.026217228464419477
1.0,0.0037158655842000014,870,15/18,0.8352059925093633,0.0599250936329588,0.10486891385767791,0.9330543933054394,0.04119850187265917
1.0,0.0037158655842000014,870,16/18,0.8614232209737828,0.056179775280898875,0.08239700374531835,0.9387755102040817,0.03745318352059925
1.0,0.0037158655842000014,870,18/22,0.9213483146067416,0.0299625468164794,0.04868913857677903,0.968503937007874,0.026217228464419477
1.0,0.0037158655842000014,871,15/18,0.8202247191011236,0.0599250936329588,0.1198501872659176,0.9319148936170213,0.0299625468164794
1.0,0.0037158655842000014,871,16/18,0.850187265917603,0.052434456928838954,0.09737827715355805,0.941908713692946,0.033707865168539325
1.0,0.0037158655842000014,871,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.033707865168539325
1.0,0.0037158655842000014,872,15/18,0.8352059925093633,0.0599250936329588,0.10486891385767791,0.9330543933054394,0.07116104868913857
1.0,0.0037158655842000014,872,16/18,0.8614232209737828,0.056179775280898875,0.08239700374531835,0.9387755102040817,0.0599250936329588
1.0,0.0037158655842000014,872,18/22,0.9250936329588015,0.02247191011235955,0.052434456928838954,0.9762845849802372,0.03745318352059925
1.0,0.0037158655842000014,873,15/18,0.8127340823970037,0.07865168539325842,0.10861423220973783,0.9117647058823529,0.052434456928838954
1.0,0.0037158655842000014,873,16/18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.04868913857677903
1.0,0.0037158655842000014,873,18/22,0.898876404494382,0.033707865168539325,0.06741573033707865,0.963855421686747,0.033707865168539325
1.0,0.0037158655842000014,874,15/18,0.8202247191011236,0.07116104868913857,0.10861423220973783,0.9201680672268907,0.052434456928838954
1.0,0.0037158655842000014,874,16/18,0.846441947565543,0.06367041198501873,0.0898876404494382,0.9300411522633745,0.04868913857677903
1.0,0.0037158655842000014,874,18/22,0.9063670411985019,0.03745318352059925,0.056179775280898875,0.9603174603174603,0.033707865168539325
1.0,0.0037158655842000014,875,15/18,0.8426966292134831,0.07116104868913857,0.08614232209737828,0.9221311475409836,0.033707865168539325
1.0,0.0037158655842000014,875,16/18,0.8689138576779026,0.06367041198501873,0.06741573033707865,0.9317269076305221,0.0299625468164794
1.0,0.0037158655842000014,875,18/22,0.9101123595505618,0.033707865168539325,0.056179775280898875,0.9642857142857143,0.02247191011235955
1.0,0.0037158655842000014,876,15/18,0.8239700374531835,0.08239700374531835,0.09363295880149813,0.9090909090909091,0.0749063670411985
1.0,0.0037158655842000014,876,16/18,0.846441947565543,0.07865168539325842,0.0749063670411985,0.9149797570850202,0.06741573033707865
1.0,0.0037158655842000014,876,18/22,0.8951310861423221,0.033707865168539325,0.07116104868913857,0.9637096774193549,0.056179775280898875
1.0,0.0037158655842000014,877,15/18,0.8239700374531835,0.07116104868913857,0.10486891385767791,0.9205020920502092,0.03745318352059925
1.0,0.0037158655842000014,877,16/18,0.850187265917603,0.06741573033707865,0.08239700374531835,0.926530612244898,0.0299625468164794
1.0,0.0037158655842000014,877,18/22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.018726591760299626
1.0,0.0037158655842000014,878,15/18,0.8277153558052435,0.0599250936329588,0.11235955056179775,0.9324894514767933,0.04119850187265917
1.0,0.0037158655842000014,878,16/18,0.8539325842696629,0.04868913857677903,0.09737827715355805,0.946058091286307,0.04119850187265917
1.0,0.0037158655842000014,878,18/22,0.9176029962546817,0.02247191011235955,0.0599250936329588,0.9760956175298805,0.026217228464419477
1.0,0.0037158655842000014,879,15/18,0.8202247191011236,0.0749063670411985,0.10486891385767791,0.9163179916317992,0.0599250936329588
1.0,0.0037158655842000014,879,16/18,0.8426966292134831,0.07116104868913857,0.08614232209737828,0.9221311475409836,0.0599250936329588
1.0,0.0037158655842000014,879,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.033707865168539325
1.0,0.0037158655842000014,880,15/18,0.8352059925093633,0.06367041198501873,0.10112359550561797,0.9291666666666667,0.04868913857677903
1.0,0.0037158655842000014,880,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.0449438202247191
1.0,0.0037158655842000014,880,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.033707865168539325
1.0,0.0037158655842000014,881,15/18,0.8089887640449438,0.07116104868913857,0.1198501872659176,0.9191489361702128,0.04868913857677903
1.0,0.0037158655842000014,881,16/18,0.8389513108614233,0.0599250936329588,0.10112359550561797,0.9333333333333333,0.04868913857677903
1.0,0.0037158655842000014,881,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.033707865168539325
1.0,0.0037158655842000014,882,15/18,0.8352059925093633,0.056179775280898875,0.10861423220973783,0.9369747899159664,0.0449438202247191
1.0,0.0037158655842000014,882,16/18,0.8614232209737828,0.0449438202247191,0.09363295880149813,0.9504132231404959,0.0449438202247191
1.0,0.0037158655842000014,882,18/22,0.9250936329588015,0.02247191011235955,0.052434456928838954,0.9762845849802372,0.026217228464419477
1.0,0.0037158655842000014,883,15/18,0.8314606741573034,0.07116104868913857,0.09737827715355805,0.921161825726141,0.0299625468164794
1.0,0.0037158655842000014,883,16/18,0.8576779026217228,0.06367041198501873,0.07865168539325842,0.9308943089430894,0.0299625468164794
1.0,0.0037158655842000014,883,18/22,0.9063670411985019,0.0299625468164794,0.06367041198501873,0.968,0.018726591760299626
1.0,0.0037158655842000014,884,15/18,0.8239700374531835,0.052434456928838954,0.12359550561797752,0.9401709401709402,0.056179775280898875
1.0,0.0037158655842000014,884,16/18,0.8539325842696629,0.04868913857677903,0.09737827715355805,0.946058091286307,0.04868913857677903
1.0,0.0037158655842000014,884,18/22,0.9250936329588015,0.0299625468164794,0.0449438202247191,0.9686274509803922,0.026217228464419477
1.0,0.0037158655842000014,885,15/18,0.8426966292134831,0.06741573033707865,0.0898876404494382,0.9259259259259259,0.03745318352059925
1.0,0.0037158655842000014,885,16/18,0.8614232209737828,0.06367041198501873,0.0749063670411985,0.9311740890688259,0.0299625468164794
1.0,0.0037158655842000014,885,18/22,0.9138576779026217,0.0299625468164794,0.056179775280898875,0.9682539682539683,0.02247191011235955
1.0,0.0037158655842000014,886,15/18,0.8127340823970037,0.06741573033707865,0.1198501872659176,0.9234042553191489,0.04119850187265917
1.0,0.0037158655842000014,886,16/18,0.8389513108614233,0.0599250936329588,0.10112359550561797,0.9333333333333333,0.03745318352059925
1.0,0.0037158655842000014,886,18/22,0.9063670411985019,0.033707865168539325,0.0599250936329588,0.9641434262948207,0.0299625468164794
1.0,0.0037158655842000014,887,15/18,0.8314606741573034,0.06367041198501873,0.10486891385767791,0.9288702928870293,0.04868913857677903
1.0,0.0037158655842000014,887,16/18,0.8539325842696629,0.056179775280898875,0.0898876404494382,0.9382716049382716,0.04119850187265917
1.0,0.0037158655842000014,887,18/22,0.9176029962546817,0.03745318352059925,0.0449438202247191,0.9607843137254902,0.026217228464419477
1.0,0.0037158655842000014,888,15/18,0.8127340823970037,0.0599250936329588,0.12734082397003746,0.9313304721030042,0.0599250936329588
1.0,0.0037158655842000014,888,16/18,0.8389513108614233,0.052434456928838954,0.10861423220973783,0.9411764705882353,0.052434456928838954
1.0,0.0037158655842000014,888,18/22,0.9176029962546817,0.0299625468164794,0.052434456928838954,0.9683794466403162,0.033707865168539325
1.0,0.0037158655842000014,889,15/18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.033707865168539325
1.0,0.0037158655842000014,889,16/18,0.8651685393258427,0.06367041198501873,0.07116104868913857,0.9314516129032258,0.0299625468164794
1.0,0.0037158655842000014,889,18/22,0.9138576779026217,0.033707865168539325,0.052434456928838954,0.9644268774703557,0.02247191011235955
1.0,0.0037158655842000014,890,15/18,0.846441947565543,0.06367041198501873,0.0898876404494382,0.9300411522633745,0.018726591760299626
1.0,0.0037158655842000014,890,16/18,0.8689138576779026,0.0599250936329588,0.07116104868913857,0.9354838709677419,0.0149812734082397
1.0,0.0037158655842000014,890,18/22,0.9176029962546817,0.033707865168539325,0.04868913857677903,0.9645669291338582,0.011235955056179775
1.0,0.0037158655842000014,891,15/18,0.8164794007490637,0.0599250936329588,0.12359550561797752,0.9316239316239316,0.052434456928838954
1.0,0.0037158655842000014,891,16/18,0.8426966292134831,0.056179775280898875,0.10112359550561797,0.9375,0.0449438202247191
1.0,0.0037158655842000014,891,18/22,0.9138576779026217,0.03745318352059925,0.04868913857677903,0.9606299212598425,0.0299625468164794
1.0,0.0037158655842000014,892,15/18,0.8352059925093633,0.06741573033707865,0.09737827715355805,0.9253112033195021,0.04119850187265917
1.0,0.0037158655842000014,892,16/18,0.8576779026217228,0.0599250936329588,0.08239700374531835,0.9346938775510204,0.03745318352059925
1.0,0.0037158655842000014,892,18/22,0.9138576779026217,0.026217228464419477,0.0599250936329588,0.9721115537848606,0.026217228464419477
1.0,0.0037158655842000014,893,15/18,0.8352059925093633,0.0599250936329588,0.10486891385767791,0.9330543933054394,0.0299625468164794
1.0,0.0037158655842000014,893,16/18,0.8576779026217228,0.056179775280898875,0.08614232209737828,0.9385245901639344,0.02247191011235955
1.0,0.0037158655842000014,893,18/22,0.9213483146067416,0.033707865168539325,0.0449438202247191,0.9647058823529412,0.02247191011235955
